TeamID,Key,School,Name,Conference
1393,MERAA,Meredith,Avenging Angels,
1394,DOMNY,Dominican (NY),Chargers,
1395,FRANKP,Franklin Pierce,Ravens,
1396,CAP,Capital,Comets,
1397,JUST,Justice College,Lions,
1398,TAMSA,Texas A&M-San Antonio,Jaguars,
1399,HCS,Holy Cross (IN),Saints,
1400,SOR,Southern Oregon,Raiders,
1401,VTSTR,Vermont State Randolph,Knights,
1402,PITTB,Pittsburgh Bradford,Panthers,
1403,SUNYB,SUNY-Brockport,Golden Eagles,
1404,NELSON,Nelson,Lions,
1405,MANORC,Manor College,Blue Jays,
1407,ENDC,Endicott College,Gulls,
1408,PSSHEN,Penn State-Shenango,Nittany Lions,
1409,PSFAY,Penn State-Fayette,Nittany Lions,
1410,PSSCR,Penn State-Scranton,Nittany Lions,
1411,NOBEL,Nobel,Knights,
1412,BOWD,Bowdoin,Polar Bears,
1413,RPI,Rensselaer Polytechnic,Engineers,
1414,PRATT,Pratt Institute,Cannoneers,
1415,STMAMN,St. Mary's (MN),Cardinals,
1416,MARWI,Marian (WI),Sabres,
1417,DICKPA,Dickinson (PA),Red Devils,
1418,SPBMTD,Spartanburg Methodist,Pioneers,
1419,MSOS,Missouri Southern State,Lions,
1420,AUG,Augusta,Jaguars,
1421,STNOR,St. Norbert,Green Knights,
1422,CALG,Calgary,Dinosaurs,
1423,RANM,Randolph-Macon,Yellow Jackets,
1424,MINC,Minnesota-Crookston,Golden Eagles,
1425,MITECH,Michigan Tech,Huskies,
1426,IUCO,IU Columbus,Crimson Pride,
1427,WSTMMO,Westminster (MO),Blue Jays,
1428,INSE,Indiana-Southeast,Grenadiers,
1429,CHATC,Chatham,Cougars,
1430,CHRSNW,Christopher Newport,Captains,
1431,NIACOL,Niagara College,Knights,
1432,UWLACR,Wisconsin-La Crosse,Eagles,
1433,HAVER,Haverford,Fords,
1434,CARRWI,Carrol (WI),Pioneers,
1435,STILL,Stillman,Tigers,
1436,JOHNS,Johns Hopkins,Blue Jays,
1437,FORTLEW,Fort Lewis,Skyhawks,
1438,SUNYGE,SUNY-Geneseo,Knights,
1439,CHRB,Christian Brothers,Buccaneers,
1440,RIPO,Ripon,Red Hawks,
1441,MACAL,Macalester,Scots,
1442,BLHIL,Black Hills State,Yellow Jackets,
1443,YORKNY,York College (NY),Cardinals,
1444,SEAPAC,Seattle Pacific,Falcons,
1445,BETMN,Bethel (MN),Royals,
1446,EMMA,Emmanuel (MA),Saints,
1447,PRB,Puerto Rico-Bayamon,Pirates,
1448,PRRP,Puerto Rico-Rio Piedras,Gallitos,
1449,NELAZ,Nelson (AZ),Warriors,
1450,POSTU,Post University,Eagles,
1451,STMICH,St. Michael's,Purple Knights,
1452,BREN,Brenau,Golden Tigers,
1453,NHVN,New Haven,Chargers,Northeast
1454,ROW,Rowan,Profs,
1455,AC,Allegheny,Gators,
1456,PRIN,Principia,Panthers,
1457,SUNYCOB,SUNY-Cobleskill,Fighting Tigers,
1458,SAU,Southern Arkansas,Muleriders,
1459,WHITM,Whitman,Missionaries,
1460,WHEAT,Wheaton (IL),Thunder,
1461,CSUMB,Cal State Monterey Bay,Otters,
1462,LAWR,Lawrence,Vikings,
1463,CALPA,California (PA),Vulcans,
1464,SCHO,St. Scholastica,Saints,
1465,BARB,Barber-Scotia,Sabers,
1466,CAM,Cameron,Aggies,
1467,WAYN,Waynesburg,Yellow Jackets,
1468,BAPFL,Baptist University of Florida,Eagles,
1469,MAC,McPherson College,Bulldogs,
1470,BCU,Briar Cliff,Chargers,
1471,PSC,Paul Smith's,Bobcats,
1472,MCC,Manhattan Christian,Thunder,
1473,IUE,Indiana-East,Red Wolves,
1474,SKC,Salish Kootenai,Bison,
1475,PSHAZL,Penn State-Hazleton,Nittany Lions,
1476,Alfr,Alfred State,Pioneers,
1477,SCRO,Scranton,Royals,
1478,OTKS,Ottawa (KS),Braves,
1479,HESS,Hesston,Larks,
1480,WLSH,Walsh,Cavaliers,
1481,SCCC,South Carolina Central Christian,Gladiators,
1482,MYST,Bismarck State,Mystics,
1483,BERK,Berkeley,Knights,
1484,CHICO,Chico State,Wildcats,
1485,STANS,St. Anselm,Hawks,
1486,STVNSN,Stevenson,Mustangs,
1487,CAPOLL,Cal Poly-Humboldt,Lumberjacks,
1488,URSI,Ursinus,Bears,
